"accuracy","f1","precision","recall"
"0.5952380952380952","0.5833572097127084","0.6320238095238094","0.5944444444444444"
"0.5833333333333334","0.5557490842490843","0.5858333333333333","0.586111111111111"
"0.5238095238095238","0.5249230769230768","0.5540476190476189","0.5263888888888889"
"0.39285714285714285","0.3897355095884507","0.4057212885154062","0.39305555555555555"
"0.5476190476190477","0.5320572678451402","0.578474025974026","0.5527777777777778"
"0.5","0.4790501655207538","0.5049801587301588","0.5013888888888889"
"0.42857142857142855","0.4221962095875139","0.4473809523809523","0.43055555555555564"
"0.5595238095238095","0.5526215614450909","0.5930105713000449","0.5583333333333333"
"0.5952380952380952","0.593904167727697","0.64253663003663","0.5958333333333333"
"0.5476190476190477","0.5240255719512685","0.5272372072372071","0.5486111111111112"
"0.4578313253012048","0.4272408293460924","0.42153679653679654","0.45972222222222225"
"0.46987951807228917","0.4512798263117956","0.48834033613445377","0.46944444444444444"
"0.5542168674698795","0.5450174825174825","0.5994444444444444","0.5541666666666667"
"0.4819277108433735","0.45002893383967557","0.5252958152958153","0.47777777777777775"
"0.5060240963855421","0.5008863522098816","0.5321645021645022","0.5055555555555555"
"0.5301204819277109","0.5254492471752533","0.5363095238095237","0.5333333333333334"
"0.5903614457831325","0.5854168176688032","0.606468253968254","0.5888888888888889"
"0.5060240963855421","0.5012579123065057","0.5319444444444444","0.5027777777777778"
"0.5180722891566265","0.5070403280929596","0.5289033189033189","0.5166666666666666"
"0.5542168674698795","0.537406850459482","0.5562681436210848","0.5569444444444445"
"0.5060240963855421","0.47909131803868654","0.4962157287157288","0.5055555555555555"
"0.4939759036144578","0.48183982683982685","0.5320745920745921","0.49027777777777776"
"0.4939759036144578","0.47845320392803237","0.5160714285714285","0.4930555555555555"
"0.5060240963855421","0.49396274777853727","0.518560606060606","0.5"
"0.5542168674698795","0.5293761793761793","0.5687606837606838","0.5569444444444444"
"0.6265060240963856","0.6220111776768124","0.6902389277389276","0.6291666666666667"
"0.5783132530120482","0.569885163855752","0.5877272727272728","0.5736111111111111"
"0.46987951807228917","0.45172519509476033","0.5123809523809524","0.4666666666666666"
"0.5542168674698795","0.5435058233819844","0.5524350649350649","0.5527777777777778"
"0.4939759036144578","0.4620048220277053","0.48590909090909085","0.4916666666666666"
