"accuracy","f1","precision","recall"
"0.7142857142857143","0.6531663383056572","0.6763383838383838","0.6541666666666666"
"0.6666666666666666","0.6642300415442831","0.6975396825396827","0.6722222222222223"
"0.6904761904761905","0.6978511684394038","0.6847438672438673","0.6555555555555556"
"0.5833333333333334","0.6042890314020345","0.5805158730158729","0.5722222222222222"
"0.6666666666666666","0.7037129399668098","0.723038073038073","0.6583333333333333"
"0.6547619047619048","0.6624372428397197","0.6841924741924742","0.6652777777777777"
"0.6547619047619048","0.6074206349206349","0.6913383838383839","0.675"
"0.7023809523809523","0.7214103225635733","0.7525144300144301","0.775"
"0.6666666666666666","0.6044360232131128","0.6394733044733043","0.6819444444444444"
"0.7023809523809523","0.6288662644544998","0.6168145743145743","0.6680555555555554"
"0.6144578313253012","0.5467400117941914","0.5909523809523809","0.6402777777777777"
"0.5662650602409639","0.6182767060940436","0.6759632034632035","0.5791666666666666"
"0.6746987951807228","0.6198170620229444","0.6633333333333333","0.7027777777777777"
"0.6746987951807228","0.6321602365642612","0.6509554334554334","0.6291666666666667"
"0.6385542168674698","0.630666031594824","0.6290367965367964","0.6402777777777777"
"0.6626506024096386","0.6911624649859945","0.7253643578643578","0.6902777777777778"
"0.7469879518072289","0.7687119098651607","0.7708180708180707","0.7819444444444444"
"0.6867469879518072","0.6815552361295396","0.6624025974025974","0.6361111111111111"
"0.6385542168674698","0.6867042417506813","0.6563888888888889","0.6291666666666667"
"0.6746987951807228","0.6665244559362206","0.7313003663003663","0.6652777777777777"
"0.6385542168674698","0.706185495790759","0.7301010101010101","0.6972222222222222"
"0.6265060240963856","0.5349859943977592","0.6403479853479854","0.6138888888888888"
"0.6144578313253012","0.614461616814558","0.6848645798645798","0.6513888888888888"
"0.5903614457831325","0.6193417366946778","0.7302380952380954","0.648611111111111"
"0.6867469879518072","0.623515406162465","0.6125252525252525","0.6347222222222222"
"0.7831325301204819","0.7848297436997128","0.8148304473304474","0.7861111111111111"
"0.7108433734939759","0.6787303855415311","0.7109523809523808","0.6986111111111111"
"0.6144578313253012","0.5683341933264533","0.6149891774891775","0.5902777777777778"
"0.6867469879518072","0.6547295451067828","0.6273304473304473","0.6722222222222223"
"0.6626506024096386","0.6205911239889568","0.6135966810966812","0.6"
